Sigla,Descrição da Sigla,Componente,Descrição do Componente,Domínio Funcional
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-recebe-solicitacao-portabilidade,"Sistema batch Java responsável por processar arquivos XML de retorno de solicitações de portabilidade de conta salário (padrão APCS101) recebidos do CIP (Câmara Interbancária de Pagamentos). O sistema lê arquivos XML de um diretório, processa as informações de portabilidade (aceitas ou recusadas), e publica mensagens em filas RabbitMQ para processamento posterior. Após o processamento bem-sucedido, move os arquivos para diretórios específicos (processado ou erro).",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-recebimento-cancelamento-baixa,"Este é um **template de projeto Java Batch** desenvolvido para a plataforma SPAG (Sistema de Pagamentos) da Votorantim, especificamente para processos de **recebimento, cancelamento e baixa**. O sistema utiliza o framework BV-Sistemas para processamento batch, seguindo o padrão de leitura-processamento-escrita (Reader-Processor-Writer). Trata-se de um projeto base/esqueleto que ainda não possui implementação concreta das regras de negócio, servindo como ponto de partida para desenvolvimento de j",02.05 - Processamento de Recebimento
SPAG-BASE,Sistema de Pagamentos - Base,javabatch-spag-base-reproc-integracao-clearing,"Sistema de reprocessamento de mensagens de integração com Clearing (sistema de liquidação bancária). O batch consome mensagens da fila de erro do IBM MQ, processa e reenvia para a fila principal de processamento. Caso o processamento ocorra após às 17h, as mensagens não são reenviadas e um relatório é enviado por e-mail com os detalhes dos pagamentos não processados.",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sbatch-spag-base-eventos-pld,"O **sbatch-spag-base-eventos-pld** é um sistema batch desenvolvido em Spring Boot para processamento de eventos relacionados a PLD (Prevenção à Lavagem de Dinheiro) e Open Finance. O sistema lê arquivos JSON contendo eventos de transações, cadastros, contas, cartões de crédito e contratos, processa esses eventos e persiste as informações no Google Cloud Firestore. Adicionalmente, publica mensagens em tópicos do Google Cloud Pub/Sub para integração com outros sistemas. Foi desenvolvido para atend",05.02 - Logs e Auditoria
SPAG-BASE,Sistema de Pagamentos - Base,sbatch-spag-base-gerar-lote-contabil,"O sistema **sbatch-spag-base-gerar-lote-contabil** é um componente batch desenvolvido em Spring Batch para geração de lotes contábeis. Seu objetivo principal é processar lançamentos contábeis (tanto de bancos quanto de empresas), consolidá-los e gerar arquivos no formato específico para integração com o sistema contábil Softpar. O sistema realiza a leitura de parametrizações, consulta lançamentos contábeis em um período definido, consolida os valores, vincula os lançamentos a lotes e grava arqui",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sbatch-spag-base-importar-parametros-externos,"Sistema batch desenvolvido em Spring Batch para importação e sincronização de parâmetros externos entre os bancos de dados PGFT/ITP (Sybase) e SPAG (MySQL). O componente realiza a leitura de dados de entidades, eventos contábeis e eventos de empresa do sistema legado PGFT/ITP, compara com os dados existentes no SPAG e executa operações de inserção ou atualização conforme necessário, mantendo a consistência entre os sistemas.",03.01 - Informações Corporativas
SPAG-BASE,Sistema de Pagamentos - Base,sbatch-spag-base-integracao-baixa-boleto,"Sistema de processamento batch desenvolvido em Spring Batch para integração de baixa de boletos. O sistema realiza a leitura de registros de pagamento de boletos de duas fontes de dados distintas (PGFT e SPAG), processa as informações de baixa operacional, transforma os dados em notificações padronizadas e publica essas notificações em um tópico do Google Cloud Pub/Sub para integração com outros sistemas. O processamento é executado em duas etapas (steps) sequenciais, uma para cada fonte de dado",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sbatch-spag-base-integracao-contabil,"O **sbatch-spag-base-integracao-contabil** é um sistema batch desenvolvido em Java com Spring Batch que realiza a integração contábil entre os sistemas SPAG (Sistema de Pagamentos), ITP (Sistema de Integração de Tesouraria e Pagamentos) e PGFT (Sistema de Gestão Financeira e Tesouraria). O sistema busca lançamentos confirmados no SPAG que ainda não foram integrados aos sistemas contábeis, realiza o mapeamento e transformação dos dados, insere os registros nas bases ITP e PGFT, e atualiza o statu",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sbatch-spag-base-notificar-pagamentos-reprocessamento,"Sistema de processamento em lote (Spring Batch) responsável por identificar e reprocessar lançamentos de pagamentos pendentes no sistema SPAG (Sistema de Pagamentos). O componente consulta lançamentos que estão em estados específicos (pendentes, em processamento, etc.) e que não foram atualizados nos últimos 40 minutos, publicando essas informações em um tópico Kafka para processamento downstream. O sistema utiliza Feature Toggles para controle de execução e classificação de tipos de transação (",04.05 - Notificações e Relatórios
SPAG-BASE,Sistema de Pagamentos - Base,sbatch-spag-base-processamento-rco,"O sistema **sbatch-spag-base-processamento-rco** é uma aplicação batch desenvolvida em Java com Spring Batch, responsável pelo processamento de arquivos RCO (Relatório de Conciliação de Operações) do sistema de pagamentos. O sistema realiza a leitura de arquivos ZIP contendo dados de movimentações bancárias da CIP (Câmara Interbancária de Pagamentos), processa e consolida informações de transações PAG e STR, e envia os dados processados para o sistema SPAG (Sistema de Pagamentos). Adicionalmente",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sbatch-spag-base-recebimento-cancelamento-baixa,"Sistema batch desenvolvido em Spring Batch para processamento de cancelamento de baixa de boletos através de mensagens CIP ADDA116. O sistema lê arquivos XML do padrão ADDA116RR2 (aviso a terceiros de cancelamento de baixa), processa os títulos, gera transações de devolução e envia para fila IBM MQ para integração com outros sistemas. Utiliza arquitetura hexagonal com separação clara entre domínio, portas e adaptadores.",02.05 - Processamento de Recebimento
SPAG-BASE,Sistema de Pagamentos - Base,sbatch-spag-base-reproc-pagamentos,"O **sbatch-spag-base-reproc-pagamentos** é um sistema batch desenvolvido em Spring Batch para reprocessamento automático de pagamentos no sistema SPAG (Sistema de Pagamentos). O sistema identifica lançamentos com falhas ou pendências no banco de dados e os envia para reprocessamento através de chamadas REST síncronas ou publicação de mensagens assíncronas no Google Cloud Pub/Sub. Suporta diferentes tipos de liquidação, incluindo transferências (TEF, DOC, Saque Digital, Compra e Débito) e boletos",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sbatch-spag-base-retorno-baixa-contigencia,"Sistema batch Spring Boot desenvolvido para processar arquivos de retorno de baixa de boletos em contingência do SPAG (Sistema de Pagamentos). O sistema consome arquivos XML no formato ADDA114 (padrão CIP - Câmara Interbancária de Pagamentos) disponibilizados em fileserver SMB, realiza validações de negócio, persiste informações de confirmação ou rejeição de baixas no banco de dados Sybase e publica eventos para sistemas downstream via GCP Pub/Sub. Opera em modo batch puro, sem interface web, se",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sbatch-spag-base-transaction-occurrency,"O **sbatch-spag-base-transaction-occurrency** é uma aplicação Spring Batch desenvolvida para processar devoluções de transações financeiras (ocorrências de transação). O sistema consulta ocorrências de transações via API externa (Celcoin), identifica transações que necessitam devolução e executa o processo de estorno/devolução tanto para o Banco Votorantim (BV - código 655) quanto para o Banco BV S.A. (BVSA - código 413). O processamento é executado em lote (batch) e integra-se com múltiplos ban",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-acl-baas-boleto,"O sistema **sboot-spag-base-acl-baas-boleto** é um serviço de integração (ACL - Anti-Corruption Layer) desenvolvido em Spring Boot que atua como intermediário para processar pagamentos de boletos bancários. Ele recebe requisições REST, transforma os dados e encaminha para um serviço SOAP legado (SolicitarPagamentoBoletoBusinessService) através do barramento de serviços (ESB). O sistema utiliza Apache Camel para orquestração de fluxos e implementa o padrão de arquitetura hexagonal (ports and adap",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-acl-baas-doc-ted-v2,"O sistema **sboot-spag-base-acl-baas-doc-ted-v2** é um serviço de integração (ACL - Anti-Corruption Layer) desenvolvido em Spring Boot que atua como intermediário para operações de transferências bancárias DOC/TED. O sistema recebe requisições REST, processa transferências através de um serviço SOAP legado (DOCTEDTransferenciaBusinessService) e integra com um serviço de notificações (springboot-spag-base-enviar-detalhes) para consulta e reenvio de mensagens. Utiliza Apache Camel para orquestraçã",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-acl-baas-doc-ted,"O sistema **sboot-spag-base-acl-baas-doc-ted** é um serviço de integração (ACL - Anti-Corruption Layer) desenvolvido em Spring Boot que atua como intermediário para operações de transferências bancárias DOC/TED. O sistema recebe requisições REST, processa-as através de rotas Apache Camel e integra-se com serviços SOAP legados (DOCTEDTransferenciaBusinessService) e APIs REST internas (springboot-spag-base-enviar-detalhes) para realizar transferências e consultar/reenviar notificações de protocolo",02.03 - Transação e Processamento
SPAG-BASE,Sistema de Pagamentos - Base,sboot-spag-base-acl-baixa-operacional,"O **sboot-spag-base-acl-baixa-operacional** é um serviço ACL (Anti-Corruption Layer) desenvolvido em Spring Boot que atua como camada de integração para processar baixas operacionais de boletos de pagamento. O sistema recebe requisições de baixa de boletos, registra o envio em um sistema de processamento e solicita a baixa através de um roteador (Atom DDA Router). Utiliza Apache Camel para orquestração de fluxos e integra-se com serviços SOAP legados e APIs REST modernas.",02.03 - Transação e Processamento
